name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Mahindra Xylo D4 BSIV,2013,350000,151624,Diesel,Individual,Manual,Second Owner,7,Mahindra,Mahindra Xylo,21660.571428571428,2.0
Renault Duster 85PS Diesel RxL Optional,2012,450000,160000,Diesel,Individual,Manual,First Owner,8,Renault,Renault Duster,20000.0,7.0
Hyundai Santro AT CNG,2005,130000,110000,CNG,Individual,Manual,Second Owner,15,Hyundai,Hyundai Santro,7333.333333333333,1.0
Maruti Swift VDI BSIV,2015,320000,74820,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,14964.0,28.0
Mahindra XUV500 W6 2WD,2014,550000,82000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra XUV500,13666.666666666666,13.0
Maruti Wagon R VXI BS IV,2015,370000,50000,Petrol,Individual,Manual,Second Owner,5,Maruti,Maruti Wagon,10000.0,26.0
Chevrolet Beat LT,2010,114999,70000,Petrol,Individual,Manual,Second Owner,10,Chevrolet,Chevrolet Beat,7000.0,11.0
Ford Ecosport Sports Petrol,2020,1100000,1000,Petrol,Individual,Manual,First Owner,0,Ford,Ford Ecosport,1000.0,1.0
Hyundai Tucson CRDi,2006,170000,170000,Diesel,Individual,Manual,First Owner,14,Hyundai,Hyundai Tucson,12142.857142857143,1.0
Tata Indigo TDI,2008,80000,150000,Diesel,Individual,Manual,Third Owner,12,Tata,Tata Indigo,12500.0,7.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,1,Ford,Ford EcoSport,17000.0,3.0
Maruti Swift Dzire VDI,2014,425000,150000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,25000.0,54.0
Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Individual,Manual,First Owner,5,Hyundai,Hyundai i20,16000.0,6.0
Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Individual,Manual,Third Owner,15,Hyundai,Hyundai Santro,11333.333333333334,3.0
Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Individual,Manual,First Owner,7,Honda,Honda Amaze,17142.85714285714,7.0
Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Individual,Manual,Third Owner,8,Hyundai,Hyundai i20,11250.0,6.0
Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Individual,Manual,Third Owner,10,Hyundai,Hyundai Santro,9000.0,20.0
Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Individual,Manual,Second Owner,7,Hyundai,Hyundai Verna,14285.714285714286,14.0
Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,15000.0,28.0
Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Individual,Manual,First Owner,8,Nissan,Nissan Micra,16125.0,1.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Individual,Automatic,Second Owner,10,Mahindra,Mahindra Scorpio,18600.0,4.0
Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,First Owner,11,Tata,Tata Sumo,6070.727272727273,1.0
Hyundai EON Era Plus,2014,190000,50000,Petrol,Individual,Manual,First Owner,6,Hyundai,Hyundai EON,8333.333333333334,28.0
Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Individual,Manual,Second Owner,6,Hyundai,Hyundai i20,18333.333333333332,2.0
Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Individual,Manual,Second Owner,5,Hyundai,Hyundai Grand,12000.0,3.0
Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner,4,Renault,Renault KWID,10000.0,18.0
Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Individual,Manual,First Owner,2,Tata,Tata Tiago,5000.0,5.0
Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Celerio,16666.666666666668,5.0
Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Individual,Manual,Third Owner,19,Maruti,Maruti Omni,3684.2105263157896,2.0
OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,16,OpelCorsa,OpelCorsa 1.6Gls,4562.5,1.0
Hyundai EON D Lite,2014,180000,76000,Petrol,Individual,Manual,Second Owner,6,Hyundai,Hyundai EON,12666.666666666666,3.0
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Individual,Manual,Second Owner,6,Chevrolet,Chevrolet Tavera,20000.0,1.0
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Individual,Automatic,Third Owner,11,Mahindra,Mahindra Scorpio,15454.545454545454,1.0
Hyundai Santro Xing XG,2003,85000,110000,Petrol,Individual,Manual,Second Owner,17,Hyundai,Hyundai Santro,6470.588235294118,7.0
Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Individual,Manual,First Owner,4,Honda,Honda Brio,15850.0,4.0
Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Individual,Manual,First Owner,5,Datsun,Datsun GO,5000.0,2.0
Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,Third Owner,11,Hyundai,Hyundai i10,7272.727272727273,7.0
Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Individual,Manual,First Owner,8,Maruti,Maruti Wagon,11250.0,26.0
Hyundai Santro Xing GL,2011,150000,157000,Petrol,Individual,Manual,First Owner,9,Hyundai,Hyundai Santro,17444.444444444445,2.0
Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mahindra Bolero,7692.307692307692,2.0
Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,16666.666666666668,18.0
Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Alto,4444.444444444444,9.0
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Individual,Manual,Second Owner,11,Chevrolet,Chevrolet Aveo,3500.0,1.0
Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,Second Owner,12,Hyundai,Hyundai i10,8660.083333333334,9.0
Honda City i-VTEC VX,2018,1150000,14825,Petrol,Dealer,Manual,First Owner,2,Honda,Honda City,7412.5,3.0
Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Dealer,Manual,First Owner,4,Honda,Honda BR-V,10844.25,5.0
Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,First Owner,10,Ford,Ford Figo,10230.7,14.0
Maruti Zen LX,2004,105000,79000,Petrol,Individual,Manual,Second Owner,16,Maruti,Maruti Zen,4937.5,9.0
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16,Maruti,Maruti Wagon,5625.0,15.0
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Beat,13750.0,3.0
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,7,Chevrolet,Chevrolet Sail,11428.57142857143,1.0
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,18,Honda,Honda City,5555.555555555556,3.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,2,Ford,Ford EcoSport,10000.0,6.0
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,12,Hyundai,Hyundai Getz,12833.333333333334,2.0
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,3,Renault,Renault Lodgy,13333.333333333334,1.0
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Swift,51000.0,10.0
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,12,Maruti,Maruti Alto,10000.0,8.0
Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,4,Toyota,Toyota Etios,8750.0,1.0
Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Baleno,23333.333333333332,8.0
Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Individual,Manual,Second Owner,9,Chevrolet,Chevrolet Spark,6666.666666666667,12.0
Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Alto,7777.777777777777,42.0
Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Individual,Manual,Second Owner,2,Datsun,Datsun GO,5000.0,1.0
Hyundai Accent CRDi,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,14,Hyundai,Hyundai Accent,17517.428571428572,4.0
Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,20000.0,14.0
Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Individual,Manual,First Owner,4,Tata,Tata Tiago,7500.0,3.0
Maruti Alto 800 Base,2012,250000,8000,Petrol,Individual,Manual,First Owner,8,Maruti,Maruti Alto,1000.0,3.0
Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Individual,Manual,First Owner,1,Tata,Tata Tigor,10000.0,2.0
Hyundai Accent CRDi,2002,85000,100000,Diesel,Individual,Manual,Third Owner,18,Hyundai,Hyundai Accent,5555.555555555556,4.0
Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Individual,Manual,First Owner,8,Nissan,Nissan Sunny,13750.0,2.0
Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Dealer,Automatic,First Owner,5,Mahindra,Mahindra XUV500,9000.0,3.0
Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,First Owner,15,Hyundai,Hyundai Santro,4566.666666666667,7.0
Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Dealer,Automatic,First Owner,1,Hyundai,Hyundai Santro,5007.0,1.0
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner,7,Nissan,Nissan Micra,4285.714285714285,1.0
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner,12,Honda,Honda City,5833.333333333333,2.0
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Dealer,Automatic,First Owner,9,Mercedes-Benz,Mercedes-Benz E-Class,5511.111111111111,1.0
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti Alto,1533.3333333333333,4.0
BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner,14,BMW,BMW 7,2142.8571428571427,3.0
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner,10,Hyundai,Hyundai Verna,3800.0,3.0
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner,2,Audi,Audi Q5,11000.0,2.0
Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Dealer,Manual,First Owner,9,Hyundai,Hyundai i10,4788.888888888889,7.0
Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,First Owner,3,Datsun,Datsun GO,3390.3333333333335,1.0
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner,5,Renault,Renault Duster,8224.6,3.0
Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,3,Toyota,Toyota Camry,6706.0,1.0
Honda City i DTec SV,2014,450000,40000,Diesel,Dealer,Manual,First Owner,6,Honda,Honda City,6666.666666666667,2.0
Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,First Owner,5,Volkswagen,Volkswagen Jetta,10503.4,1.0
Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Individual,Manual,First Owner,1,Mahindra,Mahindra Marazzo,20000.0,1.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,First Owner,6,Ford,Ford Ecosport,16519.5,2.0
Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Individual,Manual,First Owner,11,Chevrolet,Chevrolet Spark,8181.818181818182,12.0
Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Celerio,3700.0,1.0
Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,10,Tata,Tata Indica,8000.0,4.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,Second Owner,5,Ford,Ford EcoSport,20000.0,9.0
Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Individual,Manual,First Owner,9,Tata,Tata Indica,6000.0,6.0
Hyundai EON Era Plus,2017,250000,19000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai EON,6333.333333333333,28.0
Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,20000.0,54.0
Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Individual,Manual,First Owner,6,Maruti,Maruti Wagon,5000.0,26.0
Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Individual,Manual,First Owner,3,Honda,Honda BRV,14500.0,1.0
Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner,4,Renault,Renault KWID,15000.0,18.0
Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,Second Owner,4,Renault,Renault KWID,17500.0,5.0
Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,4,Renault,Renault KWID,5000.0,14.0
Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Dealer,Manual,Third Owner,22,Maruti,Maruti Omni,2727.2727272727275,1.0
Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,11600.0,54.0
Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Wagon,6666.666666666667,2.0
Maruti Wagon R LXI,2005,75000,70000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti Wagon,4666.666666666667,15.0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Dealer,Manual,First Owner,8,Hyundai,Hyundai i20,8750.0,1.0
Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai Santro,8571.42857142857,20.0
Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Dealer,Manual,First Owner,6,Toyota,Toyota Innova,22500.0,5.0
Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Dealer,Manual,First Owner,5,Maruti,Maruti Omni,14000.0,1.0
Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner,7,Mercedes-Benz,Mercedes-Benz B,5714.285714285715,1.0
Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner,5,Mahindra,Mahindra XUV500,15000.0,5.0
Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Individual,Manual,First Owner,10,Skoda,Skoda Fabia,15000.0,2.0
Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner,8,Toyota,Toyota Etios,17500.0,7.0
Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,First Owner,5,Toyota,Toyota Etios,14000.0,1.0
Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,Second Owner,8,Toyota,Toyota Etios,17156.25,4.0
Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner,7,Mahindra,Mahindra Scorpio,15714.285714285714,7.0
Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,First Owner,3,Hyundai,Hyundai Grand,9000.0,4.0
Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,1,Hyundai,Hyundai Verna,9000.0,5.0
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,1,Volkswagen,Volkswagen Vento,5400.0,1.0
Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,0,Renault,Renault KWID,1000.0,1.0
Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner,2,Hyundai,Hyundai Santro,8000.0,1.0
Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,1,Ford,Ford Figo,13000.0,1.0
Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner,8,Renault,Renault Pulse,5875.0,1.0
Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Ciaz,11000.0,3.0
Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,First Owner,3,Nissan,Nissan Terrano,10000.0,1.0
Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Ciaz,10000.0,3.0
Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,First Owner,7,Tata,Tata Manza,8571.42857142857,1.0
Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner,12,Toyota,Toyota Camry,6250.0,1.0
Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,First Owner,10,Maruti,Maruti Alto,6400.0,8.0
Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti SX4,16000.0,2.0
Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner,3,Renault,Renault Duster,30000.0,1.0
Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Swift,15000.0,3.0
Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,17,Toyota,Toyota Corolla,7058.823529411765,1.0
Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner,1,Maruti,Maruti Celerio,20000.0,5.0
Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,First Owner,7,Tata,Tata Safari,14285.714285714286,1.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,First Owner,2,Hyundai,Hyundai Grand,15500.0,2.0
Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,First Owner,7,Maruti,Maruti Alto,6714.285714285715,48.0
Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,First Owner,2,Tata,Tata Nexon,5600.0,2.0
Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Alto,17500.0,48.0
Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Dealer,Manual,First Owner,10,Maruti,Maruti Wagon,5000.0,2.0
Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,First Owner,5,Maruti,Maruti Ertiga,11000.0,8.0
Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Omni,10000.0,7.0
Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner,3,Mahindra,Mahindra Bolero,25000.0,1.0
Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Celerio,31000.0,8.0
Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,11,Chevrolet,Chevrolet Beat,5181.818181818182,1.0
Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Eeco,5000.0,3.0
Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner,7,Renault,Renault Duster,10428.57142857143,5.0
Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,First Owner,4,Maruti,Maruti Swift,16250.0,54.0
Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,11,Maruti,Maruti Swift,5636.363636363636,10.0
Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,First Owner,13,Hyundai,Hyundai Santro,6538.461538461538,1.0
Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,First Owner,10,Chevrolet,Chevrolet Spark,7300.0,1.0
Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner,8,Maruti,Maruti Swift,6875.0,3.0
Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,Second Owner,4,Maruti,Maruti Omni,1450.0,7.0
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Individual,Manual,First Owner,11,Toyota,Toyota Innova,31818.18181818182,6.0
Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Swift,15000.0,3.0
Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Swift,10000.0,54.0
Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai EON,10000.0,28.0
Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Alto,7692.307692307692,42.0
Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Wagon,9285.714285714286,4.0
Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner,7,Ford,Ford Figo,12857.142857142857,5.0
Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Individual,Manual,Second Owner,9,Toyota,Toyota Innova,29666.666666666668,1.0
Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Individual,Manual,Second Owner,15,Mahindra,Mahindra Scorpio,16666.666666666668,4.0
Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Xylo,15555.555555555555,3.0
Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,2,Honda,Honda City,11000.0,3.0
Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,10,Honda,Honda Jazz,6000.0,1.0
Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,2,Honda,Honda City,14317.5,3.0
Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,First Owner,2,Honda,Honda Amaze,16057.0,3.0
Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,6,Maruti,Maruti Celerio,13666.666666666666,8.0
Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,14,Maruti,Maruti Swift,6796.357142857143,4.0
Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,2,Honda,Honda Amaze,34229.0,3.0
Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner,10,Maruti,Maruti Ritz,4200.0,3.0
Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,Second Owner,6,Honda,Honda City,15000.0,2.0
Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,4,Hyundai,Hyundai i20,25000.0,2.0
Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra TUV,26666.666666666668,3.0
Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Individual,Manual,First Owner,10,Hyundai,Hyundai Getz,10554.6,3.0
Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,2,Toyota,Toyota Etios,5000.0,1.0
Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,8,Toyota,Toyota Innova,10000.0,1.0
Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai i20,5000.0,1.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,Manual,First Owner,7,Toyota,Toyota Innova,17142.85714285714,6.0
Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,9,Toyota,Toyota Etios,13333.333333333334,7.0
Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,4,Maruti,Maruti Swift,17500.0,28.0
Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Individual,Manual,Third Owner,6,Mahindra,Mahindra Scorpio,21666.666666666668,3.0
Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner,1,Renault,Renault KWID,40000.0,6.0
Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,5,Maruti,Maruti Alto,12000.0,20.0
Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,9,Honda,Honda City,12222.222222222223,5.0
